,actual_label,prediction_label
136916,STYLE & BEAUTY,STYLE & BEAUTY
143537,WELLNESS,ENTERTAINMENT
67911,POLITICS,POLITICS
31184,ENTERTAINMENT,ENTERTAINMENT
71454,PARENTS,POLITICS
41297,SPORTS,POLITICS
80648,ARTS & CULTURE,POLITICS
83252,CRIME,POLITICS
35222,RELIGION,POLITICS
154097,WELLNESS,WELLNESS
79712,THE WORLDPOST,POLITICS
141655,WELLNESS,WELLNESS
28248,WOMEN,POLITICS
85126,TECH,POLITICS
109518,BLACK VOICES,POLITICS
190099,MONEY,POLITICS
80966,ENTERTAINMENT,ENTERTAINMENT
17683,MEDIA,POLITICS
94971,HEALTHY LIVING,WELLNESS
197643,STYLE & BEAUTY,STYLE & BEAUTY
97390,POLITICS,POLITICS
91016,HEALTHY LIVING,WELLNESS
77127,HEALTHY LIVING,WELLNESS
119993,SPORTS,POLITICS
70043,WEIRD NEWS,POLITICS
146728,TRAVEL,TRAVEL
137016,PARENTING,POLITICS
111879,ENTERTAINMENT,ENTERTAINMENT
125284,WELLNESS,WELLNESS
180351,TRAVEL,POLITICS
18594,POLITICS,POLITICS
172371,MONEY,WELLNESS
3660,POLITICS,POLITICS
73852,BLACK VOICES,POLITICS
131576,PARENTING,PARENTING
74606,POLITICS,POLITICS
100619,HEALTHY LIVING,POLITICS
117829,ENTERTAINMENT,ENTERTAINMENT
107368,WORLDPOST,WELLNESS
60982,LATINO VOICES,POLITICS
167922,WELLNESS,WELLNESS
21269,ENTERTAINMENT,ENTERTAINMENT
186903,WELLNESS,WELLNESS
197652,STYLE & BEAUTY,ENTERTAINMENT
9149,HEALTHY LIVING,WELLNESS
63120,POLITICS,POLITICS
166322,BUSINESS,POLITICS
170531,STYLE & BEAUTY,TRAVEL
107240,WORLDPOST,POLITICS
90580,STYLE,ENTERTAINMENT
140187,DIVORCE,WELLNESS
82898,POLITICS,POLITICS
64254,THE WORLDPOST,POLITICS
92583,ENTERTAINMENT,ENTERTAINMENT
158365,STYLE & BEAUTY,STYLE & BEAUTY
186242,WELLNESS,WELLNESS
109145,TASTE,FOOD & DRINK
85587,CRIME,POLITICS
75649,QUEER VOICES,POLITICS
41236,COMEDY,ENTERTAINMENT
172562,TRAVEL,TRAVEL
96727,WOMEN,POLITICS
118275,EDUCATION,WELLNESS
2523,ENTERTAINMENT,POLITICS
33994,THE WORLDPOST,POLITICS
172750,FOOD & DRINK,FOOD & DRINK
135028,TRAVEL,WELLNESS
199310,STYLE & BEAUTY,STYLE & BEAUTY
109328,WEIRD NEWS,ENTERTAINMENT
188119,WEDDINGS,WELLNESS
168890,FOOD & DRINK,WELLNESS
91271,POLITICS,WELLNESS
52750,POLITICS,POLITICS
26842,PARENTS,POLITICS
47946,POLITICS,POLITICS
108181,BLACK VOICES,POLITICS
179643,HOME & LIVING,HOME & LIVING
114084,ENTERTAINMENT,ENTERTAINMENT
106686,COMEDY,POLITICS
146957,DIVORCE,WELLNESS
109817,HEALTHY LIVING,POLITICS
90576,COLLEGE,ENTERTAINMENT
44616,TASTE,FOOD & DRINK
4717,POLITICS,POLITICS
151353,PARENTING,POLITICS
104913,TRAVEL,TRAVEL
114993,HEALTHY LIVING,POLITICS
121179,PARENTS,POLITICS
200749,BLACK VOICES,STYLE & BEAUTY
24610,POLITICS,POLITICS
161343,WELLNESS,POLITICS
96374,WOMEN,POLITICS
198193,ENTERTAINMENT,ENTERTAINMENT
198370,HOME & LIVING,STYLE & BEAUTY
182455,WELLNESS,WELLNESS
98819,BUSINESS,WELLNESS
76908,ENTERTAINMENT,ENTERTAINMENT
77821,BLACK VOICES,ENTERTAINMENT
25306,ENTERTAINMENT,ENTERTAINMENT
172102,WELLNESS,WELLNESS
198420,FOOD & DRINK,TRAVEL
39165,GREEN,POLITICS
140426,PARENTING,PARENTING
107015,PARENTS,ENTERTAINMENT
8807,POLITICS,POLITICS
9107,STYLE,ENTERTAINMENT
7494,WOMEN,POLITICS
129254,CRIME,POLITICS
147241,TRAVEL,POLITICS
76550,THE WORLDPOST,POLITICS
28722,ENTERTAINMENT,POLITICS
160585,FOOD & DRINK,WELLNESS
10654,POLITICS,POLITICS
161724,BLACK VOICES,POLITICS
117667,QUEER VOICES,QUEER VOICES
37663,THE WORLDPOST,POLITICS
157456,TRAVEL,POLITICS
134215,FOOD & DRINK,FOOD & DRINK
68865,SPORTS,ENTERTAINMENT
43138,COMEDY,POLITICS
182603,ENTERTAINMENT,ENTERTAINMENT
125554,WELLNESS,WELLNESS
187485,STYLE & BEAUTY,ENTERTAINMENT
185958,FOOD & DRINK,FOOD & DRINK
139019,WELLNESS,WELLNESS
580,POLITICS,POLITICS
6863,ENTERTAINMENT,ENTERTAINMENT
111342,HEALTHY LIVING,WELLNESS
44238,POLITICS,POLITICS
154494,WELLNESS,WELLNESS
44459,MEDIA,POLITICS
53162,THE WORLDPOST,POLITICS
89900,EDUCATION,POLITICS
80618,WEIRD NEWS,POLITICS
35870,POLITICS,POLITICS
35026,IMPACT,POLITICS
169059,CRIME,ENTERTAINMENT
22703,RELIGION,POLITICS
146510,ENTERTAINMENT,ENTERTAINMENT
100283,GOOD NEWS,POLITICS
173106,SCIENCE,WELLNESS
24579,POLITICS,POLITICS
191771,ENTERTAINMENT,ENTERTAINMENT
118762,GOOD NEWS,POLITICS
30499,COMEDY,POLITICS
114309,COMEDY,POLITICS
10376,POLITICS,POLITICS
152743,FOOD & DRINK,FOOD & DRINK
36454,POLITICS,POLITICS
77074,POLITICS,POLITICS
64129,HEALTHY LIVING,WELLNESS
193262,STYLE & BEAUTY,STYLE & BEAUTY
49331,POLITICS,POLITICS
93012,WOMEN,POLITICS
12177,QUEER VOICES,QUEER VOICES
135084,WELLNESS,WELLNESS
86381,GOOD NEWS,POLITICS
148358,WELLNESS,WELLNESS
71284,GOOD NEWS,POLITICS
57727,POLITICS,POLITICS
67694,POLITICS,POLITICS
194646,PARENTING,ENTERTAINMENT
124429,ENTERTAINMENT,ENTERTAINMENT
55273,BLACK VOICES,ENTERTAINMENT
123263,QUEER VOICES,WELLNESS
43781,HEALTHY LIVING,POLITICS
159241,PARENTING,POLITICS
28349,HEALTHY LIVING,WELLNESS
125332,WELLNESS,STYLE & BEAUTY
17721,POLITICS,POLITICS
68894,POLITICS,POLITICS
133725,TRAVEL,POLITICS
16029,WORLD NEWS,POLITICS
59139,LATINO VOICES,POLITICS
73280,WOMEN,ENTERTAINMENT
5792,POLITICS,POLITICS
138727,FOOD & DRINK,FOOD & DRINK
6189,POLITICS,POLITICS
75325,ENTERTAINMENT,ENTERTAINMENT
26826,BUSINESS,POLITICS
109284,QUEER VOICES,POLITICS
94479,QUEER VOICES,POLITICS
196697,WELLNESS,WELLNESS
16871,POLITICS,POLITICS
21073,WORLD NEWS,POLITICS
47959,POLITICS,POLITICS
60302,POLITICS,POLITICS
156179,WELLNESS,POLITICS
35960,POLITICS,POLITICS
48605,PARENTS,WELLNESS
163828,FOOD & DRINK,FOOD & DRINK
51736,PARENTS,ENTERTAINMENT
103576,IMPACT,POLITICS
41222,MEDIA,POLITICS
32691,COMEDY,POLITICS
88851,POLITICS,POLITICS
161408,PARENTING,POLITICS
121409,SCIENCE,WELLNESS
161604,WELLNESS,WELLNESS
150366,BUSINESS,POLITICS
178829,TRAVEL,TRAVEL
52820,ENTERTAINMENT,ENTERTAINMENT
41477,THE WORLDPOST,POLITICS
146906,WELLNESS,WELLNESS
74708,THE WORLDPOST,POLITICS
51299,SPORTS,POLITICS
94543,RELIGION,WELLNESS
121805,RELIGION,POLITICS
86009,HEALTHY LIVING,WELLNESS
14472,WOMEN,POLITICS
19076,WOMEN,POLITICS
140465,BUSINESS,WELLNESS
189958,TRAVEL,TRAVEL
97446,POLITICS,POLITICS
199324,STYLE & BEAUTY,STYLE & BEAUTY
25983,POLITICS,POLITICS
200050,HOME & LIVING,HOME & LIVING
196384,STYLE & BEAUTY,STYLE & BEAUTY
182600,ENTERTAINMENT,ENTERTAINMENT
161614,HOME & LIVING,POLITICS
41919,HEALTHY LIVING,POLITICS
73111,WOMEN,POLITICS
33225,SPORTS,POLITICS
89230,ENTERTAINMENT,POLITICS
70092,TASTE,FOOD & DRINK
151968,QUEER VOICES,POLITICS
74874,ENTERTAINMENT,ENTERTAINMENT
123654,GREEN,POLITICS
137925,TRAVEL,POLITICS
53172,WOMEN,POLITICS
85561,BLACK VOICES,ENTERTAINMENT
93681,POLITICS,POLITICS
24935,EDUCATION,POLITICS
76581,HEALTHY LIVING,WELLNESS
20391,POLITICS,POLITICS
38699,POLITICS,WELLNESS
120137,SPORTS,WELLNESS
38985,EDUCATION,POLITICS
18265,POLITICS,POLITICS
45225,BLACK VOICES,WELLNESS
162576,WELLNESS,WELLNESS
137446,FOOD & DRINK,FOOD & DRINK
123004,FIFTY,POLITICS
75392,BLACK VOICES,POLITICS
27657,BUSINESS,POLITICS
148546,FOOD & DRINK,WELLNESS
117430,TRAVEL,TRAVEL
168322,COMEDY,ENTERTAINMENT
154743,STYLE & BEAUTY,STYLE & BEAUTY
188057,WEDDINGS,WEDDINGS
42294,POLITICS,POLITICS
58364,COMEDY,POLITICS
158278,WELLNESS,POLITICS
130337,WELLNESS,WELLNESS
47396,WEIRD NEWS,POLITICS
75599,ENTERTAINMENT,ENTERTAINMENT
163794,TRAVEL,POLITICS
134166,FOOD & DRINK,FOOD & DRINK
167132,WELLNESS,WELLNESS
16128,HEALTHY LIVING,WELLNESS
146507,ENTERTAINMENT,ENTERTAINMENT
24793,ARTS & CULTURE,POLITICS
148512,STYLE & BEAUTY,WELLNESS
44958,POLITICS,POLITICS
52573,TRAVEL,TRAVEL
62604,PARENTS,POLITICS
152244,FOOD & DRINK,ENTERTAINMENT
53793,QUEER VOICES,QUEER VOICES
167574,CRIME,POLITICS
77699,ENTERTAINMENT,ENTERTAINMENT
156100,PARENTING,ENTERTAINMENT
36622,POLITICS,POLITICS
110275,RELIGION,POLITICS
166591,WELLNESS,POLITICS
79636,POLITICS,POLITICS
83882,WEIRD NEWS,POLITICS
164425,ENVIRONMENT,STYLE & BEAUTY
51925,POLITICS,POLITICS
154266,TRAVEL,POLITICS
24091,SPORTS,POLITICS
71770,IMPACT,POLITICS
171079,PARENTING,POLITICS
116889,RELIGION,POLITICS
198883,IMPACT,POLITICS
34647,POLITICS,POLITICS
69527,RELIGION,POLITICS
184191,WELLNESS,POLITICS
134298,WELLNESS,WELLNESS
99191,COMEDY,WELLNESS
99866,ARTS,TRAVEL
62382,ENTERTAINMENT,POLITICS
1976,POLITICS,POLITICS
183313,TECH,POLITICS
137545,WELLNESS,WELLNESS
199340,FOOD & DRINK,WELLNESS
132384,PARENTING,POLITICS
149942,PARENTING,POLITICS
92040,QUEER VOICES,POLITICS
45363,WOMEN,POLITICS
14615,STYLE,ENTERTAINMENT
127960,WEDDINGS,POLITICS
4952,BLACK VOICES,POLITICS
142935,PARENTING,WELLNESS
108218,WORLDPOST,POLITICS
37325,POLITICS,POLITICS
11916,POLITICS,POLITICS
38721,ENTERTAINMENT,ENTERTAINMENT
177184,FOOD & DRINK,FOOD & DRINK
112510,STYLE,WELLNESS
146202,WEDDINGS,ENTERTAINMENT
17006,WORLD NEWS,POLITICS
20599,ENTERTAINMENT,POLITICS
143000,WELLNESS,WELLNESS
174961,HOME & LIVING,WELLNESS
146368,ENVIRONMENT,POLITICS
21615,POLITICS,POLITICS
132835,TRAVEL,TRAVEL
13202,POLITICS,POLITICS
54042,POLITICS,POLITICS
137672,DIVORCE,ENTERTAINMENT
116917,WOMEN,POLITICS
17545,WORLD NEWS,POLITICS
96296,BLACK VOICES,POLITICS
166895,PARENTING,POLITICS
1281,ENTERTAINMENT,POLITICS
161346,HOME & LIVING,HOME & LIVING
96488,POLITICS,POLITICS
151961,IMPACT,POLITICS
192330,BUSINESS,POLITICS
124137,RELIGION,WELLNESS
65014,QUEER VOICES,WELLNESS
10153,POLITICS,POLITICS
145247,FOOD & DRINK,FOOD & DRINK
25866,POLITICS,POLITICS
77626,ENTERTAINMENT,ENTERTAINMENT
191594,FOOD & DRINK,FOOD & DRINK
80677,TECH,POLITICS
191430,PARENTING,WELLNESS
81275,ENTERTAINMENT,ENTERTAINMENT
159113,WELLNESS,WELLNESS
190309,TRAVEL,WELLNESS
101770,BUSINESS,SCIENCE
43534,MEDIA,POLITICS
177579,PARENTING,POLITICS
100587,COMEDY,WELLNESS
26788,POLITICS,POLITICS
39721,POLITICS,POLITICS
158962,WELLNESS,WELLNESS
61534,POLITICS,POLITICS
10200,BLACK VOICES,POLITICS
46946,ARTS & CULTURE,POLITICS
382,POLITICS,POLITICS
100329,PARENTS,PARENTING
198544,PARENTING,PARENTING
68094,TRAVEL,POLITICS
194021,PARENTING,WELLNESS
105689,PARENTS,POLITICS
8927,POLITICS,POLITICS
169005,TECH,POLITICS
116529,HEALTHY LIVING,WELLNESS
184888,PARENTING,PARENTING
76484,POLITICS,POLITICS
94088,ARTS,ENTERTAINMENT
71245,HEALTHY LIVING,POLITICS
161769,CULTURE & ARTS,ENTERTAINMENT
172560,HOME & LIVING,HOME & LIVING
121878,GREEN,POLITICS
131533,FOOD & DRINK,WELLNESS
110798,WORLDPOST,POLITICS
108892,ENTERTAINMENT,POLITICS
78458,POLITICS,POLITICS
72063,SPORTS,POLITICS
37894,GREEN,POLITICS
198475,STYLE & BEAUTY,ENTERTAINMENT
59847,BLACK VOICES,WELLNESS
44142,SPORTS,POLITICS
70245,COMEDY,POLITICS
50986,POLITICS,POLITICS
100296,COMEDY,POLITICS
57740,BUSINESS,WELLNESS
100749,HEALTHY LIVING,WELLNESS
190920,HOME & LIVING,HOME & LIVING
151817,TRAVEL,TRAVEL
38752,THE WORLDPOST,POLITICS
27721,POLITICS,POLITICS
129560,PARENTING,POLITICS
7488,PARENTS,POLITICS
120915,IMPACT,POLITICS
189041,STYLE & BEAUTY,POLITICS
123165,WORLDPOST,POLITICS
8569,WORLD NEWS,POLITICS
15424,ENTERTAINMENT,POLITICS
155280,WELLNESS,POLITICS
127628,TRAVEL,WELLNESS
131118,FOOD & DRINK,WELLNESS
161566,PARENTING,POLITICS
102004,FIFTY,WELLNESS
62017,BLACK VOICES,ENTERTAINMENT
191879,TRAVEL,ENTERTAINMENT
125055,STYLE & BEAUTY,STYLE & BEAUTY
134755,WELLNESS,TRAVEL
161590,WELLNESS,ENTERTAINMENT
193405,STYLE & BEAUTY,STYLE & BEAUTY
107555,SCIENCE,POLITICS
171439,WELLNESS,WELLNESS
63609,WORLDPOST,POLITICS
125342,PARENTING,POLITICS
3248,POLITICS,POLITICS
94709,RELIGION,POLITICS
156334,WEDDINGS,POLITICS
98401,BUSINESS,WELLNESS
94948,MEDIA,POLITICS
69278,POLITICS,POLITICS
12104,STYLE,ENTERTAINMENT
5437,SPORTS,POLITICS
141972,STYLE & BEAUTY,POLITICS
174405,FOOD & DRINK,WELLNESS
28146,POLITICS,POLITICS
76192,MEDIA,POLITICS
86890,RELIGION,WELLNESS
140845,PARENTING,WELLNESS
38147,POLITICS,POLITICS
177622,WELLNESS,WELLNESS
97050,IMPACT,ENTERTAINMENT
54464,POLITICS,POLITICS
22574,PARENTS,ENTERTAINMENT
96340,ENTERTAINMENT,ENTERTAINMENT
49523,GREEN,POLITICS
76274,SPORTS,ENTERTAINMENT
103491,POLITICS,POLITICS
7379,ENTERTAINMENT,ENTERTAINMENT
118862,POLITICS,POLITICS
103876,TRAVEL,TRAVEL
12864,ENTERTAINMENT,ENTERTAINMENT
85738,COMEDY,POLITICS
83691,WOMEN,POLITICS
164902,COMEDY,ENTERTAINMENT
128739,PARENTING,POLITICS
147820,ENTERTAINMENT,ENTERTAINMENT
165582,WELLNESS,WELLNESS
62673,COMEDY,POLITICS
102386,BLACK VOICES,TRAVEL
144016,PARENTING,POLITICS
143162,WELLNESS,WELLNESS
96447,ARTS,WELLNESS
35265,POLITICS,POLITICS
61129,GOOD NEWS,ENTERTAINMENT
129691,FOOD & DRINK,WELLNESS
143171,SCIENCE,ENTERTAINMENT
27628,BLACK VOICES,POLITICS
102183,WOMEN,POLITICS
135288,DIVORCE,POLITICS
144376,TRAVEL,POLITICS
151036,SCIENCE,POLITICS
89575,TRAVEL,TRAVEL
157642,ENVIRONMENT,POLITICS
159470,WELLNESS,WELLNESS
120242,BUSINESS,ENTERTAINMENT
93713,RELIGION,POLITICS
56227,PARENTS,POLITICS
30196,BLACK VOICES,POLITICS
32392,THE WORLDPOST,POLITICS
19523,HEALTHY LIVING,POLITICS
76717,MEDIA,POLITICS
79862,IMPACT,POLITICS
54373,QUEER VOICES,POLITICS
85529,POLITICS,POLITICS
72299,POLITICS,POLITICS
27873,GREEN,POLITICS
54218,SPORTS,POLITICS
54943,BLACK VOICES,ENTERTAINMENT
17220,QUEER VOICES,POLITICS
115105,POLITICS,POLITICS
70790,PARENTS,PARENTING
27646,POLITICS,POLITICS
92840,BUSINESS,POLITICS
94631,WORLDPOST,POLITICS
179576,PARENTING,PARENTING
170640,FOOD & DRINK,WELLNESS
18225,EDUCATION,POLITICS
148998,WELLNESS,WELLNESS
171815,WELLNESS,WELLNESS
8641,MEDIA,POLITICS
164648,WELLNESS,WELLNESS
19274,POLITICS,POLITICS
81725,BUSINESS,POLITICS
188309,WELLNESS,POLITICS
199145,STYLE & BEAUTY,STYLE & BEAUTY
28392,QUEER VOICES,POLITICS
169458,BLACK VOICES,WELLNESS
73037,WEIRD NEWS,POLITICS
6643,ENTERTAINMENT,ENTERTAINMENT
82727,STYLE,ENTERTAINMENT
48291,COMEDY,STYLE & BEAUTY
198751,BUSINESS,POLITICS
104153,IMPACT,WELLNESS
26856,POLITICS,POLITICS
130580,SPORTS,SPORTS
154309,WELLNESS,WELLNESS
193578,STYLE & BEAUTY,STYLE & BEAUTY
41174,STYLE,WELLNESS
155247,FOOD & DRINK,FOOD & DRINK
36937,ENTERTAINMENT,POLITICS
186168,COMEDY,POLITICS
150694,FOOD & DRINK,WELLNESS
46580,QUEER VOICES,POLITICS
63733,ENTERTAINMENT,ENTERTAINMENT
40798,THE WORLDPOST,POLITICS
58240,SPORTS,POLITICS
119264,SPORTS,POLITICS
126292,TRAVEL,TRAVEL
34773,ENTERTAINMENT,ENTERTAINMENT
80073,QUEER VOICES,ENTERTAINMENT
133233,ENTERTAINMENT,ENTERTAINMENT
98334,WOMEN,POLITICS
175435,STYLE & BEAUTY,WELLNESS
1989,POLITICS,POLITICS
41009,PARENTS,PARENTING
132735,PARENTING,WELLNESS
18906,BLACK VOICES,POLITICS
190753,MONEY,POLITICS
129965,DIVORCE,DIVORCE
241,QUEER VOICES,POLITICS
174480,HOME & LIVING,HOME & LIVING
28728,THE WORLDPOST,POLITICS
20279,HEALTHY LIVING,POLITICS
120769,ARTS,WELLNESS
80508,ENTERTAINMENT,ENTERTAINMENT
95834,MEDIA,POLITICS
29796,POLITICS,POLITICS
29726,ENTERTAINMENT,POLITICS
1343,IMPACT,BUSINESS
12855,POLITICS,POLITICS
150865,WELLNESS,WELLNESS
116958,CRIME,POLITICS
87590,TRAVEL,WELLNESS
136540,ENVIRONMENT,TRAVEL
165802,PARENTING,POLITICS
177164,WELLNESS,WELLNESS
25522,PARENTS,POLITICS
77763,ENTERTAINMENT,ENTERTAINMENT
140554,ENVIRONMENT,WELLNESS
17996,LATINO VOICES,POLITICS
114646,MEDIA,POLITICS
143404,HOME & LIVING,POLITICS
67347,THE WORLDPOST,ENTERTAINMENT
159361,STYLE & BEAUTY,STYLE & BEAUTY
80987,THE WORLDPOST,POLITICS
109757,BUSINESS,POLITICS
43220,POLITICS,POLITICS
162342,ENVIRONMENT,POLITICS
78604,IMPACT,POLITICS
116339,POLITICS,POLITICS
146241,TRAVEL,TRAVEL
14868,POLITICS,POLITICS
98490,BUSINESS,BUSINESS
104444,HEALTHY LIVING,WELLNESS
106112,ARTS,POLITICS
305,POLITICS,POLITICS
105451,POLITICS,POLITICS
94735,EDUCATION,WELLNESS
135348,PARENTING,WELLNESS
154414,TECH,POLITICS
109218,QUEER VOICES,ENTERTAINMENT
115320,ARTS,ENTERTAINMENT
196178,WELLNESS,WELLNESS
188773,FOOD & DRINK,POLITICS
47982,POLITICS,POLITICS
189515,HOME & LIVING,WELLNESS
151574,HOME & LIVING,STYLE & BEAUTY
59966,QUEER VOICES,POLITICS
113196,SPORTS,POLITICS
167054,WELLNESS,WELLNESS
99785,WORLDPOST,POLITICS
25050,ENTERTAINMENT,ENTERTAINMENT
34004,THE WORLDPOST,POLITICS
163359,STYLE & BEAUTY,ENTERTAINMENT
156877,HOME & LIVING,STYLE & BEAUTY
88780,HEALTHY LIVING,WELLNESS
127559,WELLNESS,WELLNESS
66945,ENTERTAINMENT,ENTERTAINMENT
133924,WELLNESS,WELLNESS
95206,QUEER VOICES,POLITICS
129239,PARENTING,POLITICS
141691,FOOD & DRINK,ENTERTAINMENT
172149,TRAVEL,TRAVEL
59666,POLITICS,POLITICS
180061,WELLNESS,POLITICS
53676,CRIME,POLITICS
76282,BLACK VOICES,POLITICS
29550,POLITICS,POLITICS
169121,WELLNESS,WELLNESS
135650,WELLNESS,WELLNESS
83556,BLACK VOICES,ENTERTAINMENT
8181,COMEDY,POLITICS
51595,THE WORLDPOST,POLITICS
106837,PARENTS,POLITICS
46991,POLITICS,POLITICS
112138,IMPACT,WELLNESS
57998,SPORTS,WELLNESS
117173,TASTE,POLITICS
22647,ENTERTAINMENT,ENTERTAINMENT
118000,POLITICS,POLITICS
174236,SPORTS,ENTERTAINMENT
101566,ENTERTAINMENT,ENTERTAINMENT
121258,ENTERTAINMENT,ENTERTAINMENT
76588,WORLDPOST,POLITICS
89480,GOOD NEWS,ENTERTAINMENT
169238,WELLNESS,POLITICS
146226,WELLNESS,WELLNESS
117907,COMEDY,POLITICS
3063,BLACK VOICES,POLITICS
81597,SCIENCE,POLITICS
25063,GREEN,POLITICS
128310,MONEY,POLITICS
172673,STYLE & BEAUTY,STYLE & BEAUTY
19601,STYLE,STYLE & BEAUTY
159976,STYLE & BEAUTY,STYLE & BEAUTY
55545,THE WORLDPOST,POLITICS
2494,POLITICS,POLITICS
149258,WEDDINGS,WEDDINGS
111705,TASTE,POLITICS
157534,PARENTING,WELLNESS
78135,POLITICS,POLITICS
187465,WELLNESS,WELLNESS
39356,ARTS & CULTURE,POLITICS
18175,WORLD NEWS,POLITICS
11703,POLITICS,POLITICS
91637,WORLDPOST,ENTERTAINMENT
45971,POLITICS,POLITICS
181003,HOME & LIVING,ENTERTAINMENT
21049,STYLE,POLITICS
161213,WEDDINGS,WELLNESS
56386,SPORTS,POLITICS
189920,WELLNESS,WELLNESS
123286,HEALTHY LIVING,POLITICS
98098,RELIGION,WELLNESS
198622,TRAVEL,TRAVEL
114396,GREEN,POLITICS
98737,RELIGION,POLITICS
144071,FOOD & DRINK,ENTERTAINMENT
2215,POLITICS,POLITICS
108817,TASTE,WELLNESS
158893,DIVORCE,DIVORCE
17125,ENTERTAINMENT,POLITICS
154558,STYLE & BEAUTY,STYLE & BEAUTY
52621,POLITICS,POLITICS
33930,BUSINESS,POLITICS
94014,HEALTHY LIVING,POLITICS
199987,STYLE & BEAUTY,STYLE & BEAUTY
182776,STYLE & BEAUTY,WELLNESS
77274,EDUCATION,POLITICS
199005,TRAVEL,POLITICS
97835,TRAVEL,TRAVEL
85372,ENTERTAINMENT,ENTERTAINMENT
97484,ARTS,ENTERTAINMENT
124425,WORLDPOST,POLITICS
87345,POLITICS,POLITICS
139014,WELLNESS,WELLNESS
128911,WEDDINGS,WELLNESS
51579,BLACK VOICES,POLITICS
61741,THE WORLDPOST,POLITICS
65309,POLITICS,POLITICS
28701,TRAVEL,TRAVEL
46970,THE WORLDPOST,POLITICS
52358,COMEDY,POLITICS
21090,PARENTS,POLITICS
103696,TASTE,POLITICS
3052,CRIME,POLITICS
179318,PARENTING,POLITICS
98176,PARENTS,POLITICS
98930,QUEER VOICES,POLITICS
1229,MEDIA,POLITICS
143674,WELLNESS,WELLNESS
112048,ENTERTAINMENT,ENTERTAINMENT
15066,POLITICS,POLITICS
144567,STYLE & BEAUTY,POLITICS
6267,POLITICS,POLITICS
98887,HEALTHY LIVING,POLITICS
146515,ENTERTAINMENT,ENTERTAINMENT
50293,ENTERTAINMENT,POLITICS
160345,ENTERTAINMENT,ENTERTAINMENT
189248,STYLE & BEAUTY,STYLE & BEAUTY
138115,FOOD & DRINK,WELLNESS
9194,POLITICS,POLITICS
36430,ENTERTAINMENT,ENTERTAINMENT
17897,POLITICS,POLITICS
119530,HEALTHY LIVING,WELLNESS
124833,POLITICS,POLITICS
178007,COMEDY,ENTERTAINMENT
76191,ENTERTAINMENT,ENTERTAINMENT
182617,PARENTING,POLITICS
23345,POLITICS,POLITICS
16553,QUEER VOICES,POLITICS
46979,THE WORLDPOST,POLITICS
165538,STYLE & BEAUTY,STYLE & BEAUTY
152737,FOOD & DRINK,FOOD & DRINK
97480,ENTERTAINMENT,ENTERTAINMENT
5211,COMEDY,POLITICS
90383,WOMEN,WELLNESS
142252,DIVORCE,POLITICS
69513,BUSINESS,POLITICS
26093,POLITICS,POLITICS
149145,TECH,POLITICS
189980,PARENTING,PARENTING
99120,WORLDPOST,POLITICS
57626,QUEER VOICES,WELLNESS
90523,ENTERTAINMENT,ENTERTAINMENT
193061,IMPACT,POLITICS
2189,POLITICS,POLITICS
148136,WEDDINGS,ENTERTAINMENT
172758,STYLE & BEAUTY,STYLE & BEAUTY
194439,STYLE & BEAUTY,STYLE & BEAUTY
112625,HEALTHY LIVING,WELLNESS
80222,POLITICS,POLITICS
87521,TASTE,TRAVEL
20320,POLITICS,POLITICS
79680,QUEER VOICES,POLITICS
141167,DIVORCE,WELLNESS
199810,STYLE & BEAUTY,ENTERTAINMENT
169016,ENVIRONMENT,POLITICS
90164,POLITICS,POLITICS
71671,POLITICS,POLITICS
135706,WELLNESS,TRAVEL
24365,IMPACT,WELLNESS
59442,GOOD NEWS,POLITICS
129021,WEDDINGS,ENTERTAINMENT
74145,MEDIA,POLITICS
180,POLITICS,POLITICS
82621,WEIRD NEWS,POLITICS
70869,LATINO VOICES,ENTERTAINMENT
156973,ENTERTAINMENT,ENTERTAINMENT
39411,HEALTHY LIVING,ENTERTAINMENT
9467,ENTERTAINMENT,ENTERTAINMENT
186026,HOME & LIVING,WELLNESS
26267,QUEER VOICES,POLITICS
185534,WELLNESS,WELLNESS
102762,COMEDY,WELLNESS
188173,PARENTING,WELLNESS
136893,WELLNESS,TRAVEL
119676,HEALTHY LIVING,WELLNESS
118340,TRAVEL,POLITICS
101545,POLITICS,POLITICS
138078,ENVIRONMENT,WELLNESS
147817,BUSINESS,BUSINESS
137087,DIVORCE,ENTERTAINMENT
150057,WELLNESS,WELLNESS
135343,WELLNESS,WELLNESS
120550,BLACK VOICES,POLITICS
135553,STYLE & BEAUTY,STYLE & BEAUTY
121174,CRIME,POLITICS
161678,CULTURE & ARTS,TRAVEL
192132,STYLE & BEAUTY,WELLNESS
116713,COLLEGE,POLITICS
107957,GOOD NEWS,ENTERTAINMENT
91443,PARENTS,POLITICS
16151,WOMEN,POLITICS
191541,WELLNESS,POLITICS
87860,GOOD NEWS,WELLNESS
126754,SCIENCE,WELLNESS
35244,COMEDY,POLITICS
28215,QUEER VOICES,QUEER VOICES
75870,SPORTS,POLITICS
55113,GREEN,POLITICS
125508,ENTERTAINMENT,ENTERTAINMENT
35140,POLITICS,POLITICS
91854,TASTE,FOOD & DRINK
49248,POLITICS,POLITICS
130761,STYLE & BEAUTY,ENTERTAINMENT
105373,POLITICS,POLITICS
168865,WELLNESS,WELLNESS
167703,PARENTING,POLITICS
80672,POLITICS,POLITICS
21023,PARENTS,WELLNESS
84945,TECH,POLITICS
